/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/10.mp4:-mser ,0.989801,0.0399183,mser-neg ,0.836364,0.100418
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/13.mp4:-mser ,0.988621,0.053678,mser-neg ,0.883439,0.0737093
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/14.mp4:-mser ,0.920325,0.165666,mser-neg ,0.883229,0.0459099
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/15.mp4:-mser ,0.855524,0.308333,mser-neg ,0.881981,0.0999145
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/16.mp4:-mser ,0.671732,0.391769,mser-neg ,0.858455,0.0987373
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/17.mp4:-mser ,0.987611,0.0697027,mser-neg ,0.876725,0.0646372
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/18.mp4:-mser ,0.665888,0.327051,mser-neg ,0.842975,0.122802
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/19.mp4:-mser ,0.756251,0.363538,mser-neg ,0.918769,0.083168
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/1.mp4:-mser ,0.619574,0.361296,mser-neg ,0.446035,0.0892598
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/20.mp4:-mser ,0.951631,0.163196,mser-neg ,0.873613,0.0844317
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/22.mp4:-mser ,0.676301,0.37554,mser-neg ,0.871145,0.133056
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/24.mp4:-mser ,0.870972,0.312121,mser-neg ,0.916886,0.100192
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/25.mp4:-mser ,0.947205,0.108531,mser-neg ,0.867735,0.107858
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/26.mp4:-mser ,0.951697,0.124225,mser-neg ,0.873001,0.0809426
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/28.mp4:-mser ,0.689621,0.45186,mser-neg ,0.808228,0.194925
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/2.mp4:-mser ,0.936107,0.171965,mser-neg ,0.908252,0.0596081
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/33.mp4:-mser ,0.747906,0.242501,mser-neg ,0.790362,0.152953
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/35.mp4:-mser ,0.478338,0.354103,mser-neg ,0.66741,0.177902
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/36-31old.mp4:-mser ,0.580786,0.447778,mser-neg ,0.636209,0.177893
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/3.mp4:-mser ,0.955058,0.131783,mser-neg ,0.899798,0.0714916
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/48.mp4:-mser ,0.148865,0.287193,mser-neg ,0.337808,0.0792704
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/4.mp4:-mser ,0.916684,0.128399,mser-neg ,0.868967,0.0927758
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/5.mp4:-mser ,0.944922,0.206107,mser-neg ,0.877249,0.108146
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/68.mp4:-mser ,0.948206,0.139847,mser-neg ,0.683231,0.125988
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/77.mp4:-mser ,0.862351,0.286512,mser-neg ,0.77682,0.13021
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/79.mp4:-mser ,0.675151,0.36595,mser-neg ,0.722167,0.226681
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/7.mp4:-mser ,0.796446,0.32175,mser-neg ,0.77732,0.184078
/media/navid/D410CF4E10CF3670/00Khazaee-DONotDelete-09132943946/DB/newcut-data/vids-1080/8.mp4:-mser ,0.794252,0.336607,mser-neg ,0.828761,0.148869
